	Organism Name	Genome ID	Complete?	Assembly Level	Annotation Name	BUSCO	Reference genome?	Assembly Submission Date	Assembly Name	Assembly Accession Genbank	Assembly Accession RefSeq	Comments
1	Microperoryctes longicauda	38629	Partial	Contig	-	-	No	24/09/2021	ERS5079575 MarsupialExonCaptKit	GCA_904812025.1	-	Partial
1	Microperoryctes papuensis	65613	Partial	Contig	-	-	No	24/09/2021	ERS5079886 MarsupialExonCaptKit	GCA_904814235.1	-	Partial
1	Microtus agrestis	29092	-	Contig	-	-	Yes	28/02/2020	Field_vole_promethion_pilon	GCA_902806775.1	-	
1	Microtus arvalis	47230	-	Scaffold	-	-	Yes	25/07/2019	ASM745561v1	GCA_007455615.1	-	
1	Microtus californicus	100895	-	Scaffold	-	-	Yes	07/02/2023	mMicCal1.0.hap1	GCA_028537955.1	-	
1	Microtus fortis	100897	-	Scaffold	NCBI Annotation Release 100	C:97.6%[S:95.3%,D:2.2%],F:0.9%,M:1.5%,n:13798	Yes	13/10/2020	M_Fortis_MF-2015_v1.1	GCA_014885135.2	GCF_014885135.2	
1	Microtus montanus	88450	-	Scaffold	-	-	Yes	08/10/2021	ASM2039240v1	GCA_020392405.1	-	
1	Microtus ochrogaster	79684	-	Chromosome	NCBI Annotation Release 102	C:98.4%[S:97.7%,D:0.7%],F:0.8%,M:0.8%,n:13798	Yes	07/12/2012	MicOch1.0	GCA_000317375.1	GCF_000317375.1	
1	Microtus oeconomus	2162900	-	Scaffold	-	-	Yes	25/07/2019	ASM745559v1	GCA_007455595.1	-	
1	Microtus oregoni	111838	-	Contig	NCBI Annotation Release 100	C:99.3%[S:86.2%,D:13.2%],F:0.2%,M:0.5%,n:13798	Yes	26/04/2021	Mior012	GCA_018167655.1	GCF_018167655.1	
1	Microtus richardsoni	111840	-	Scaffold	-	-	Yes	09/02/2023	ASM1920688v2	GCA_019206885.2	-	
1	Miniopterus natalensis	291302	-	Scaffold	NCBI Annotation Release 100	C:97.0%[S:96.6%,D:0.4%],F:1.6%,M:1.4%,n:12234	Yes	22/03/2016	Mnat.v1	GCA_001595765.1	GCF_001595765.1	
1	Miniopterus schreibersii	9433	-	Scaffold	-	-	Yes	16/01/2019	MinSch_v1_BIUU	GCA_004026525.1	-	
1	Miopithecus talapoin	36231	-	Chromosome	-	-	Yes	09/02/2023	Miopithecus_talapoin_HiC	GCA_028551445.1	-	
1	Mirounga angustirostris	9716	-	Scaffold	NCBI Annotation Release 100	C:95.4%[S:92.8%,D:2.6%],F:1.5%,M:3.1%,n:14502	Yes	26/12/2021	ASM2128878v2	GCA_021288785.2	GCF_021288785.1	
1	Mirounga leonina	9715	-	Scaffold	NCBI Annotation Release 100, Annotation submitted by Earth Biogenome Project	C:97.6%[S:93.9%,D:3.8%],F:0.6%,M:1.8%,n:14502	Yes	31/03/2020	KU_Mleo_1.0	GCA_011800145.1	GCF_011800145.1	
1	Mirza coquereli	47180	-	Scaffold	-	-	Yes	15/01/2019	MizCoq_v1_BIUU	GCA_004024645.1	-	
1	Mirza zaza	339999	-	Scaffold	-	-	Yes	30/09/2019	Mzaz_1.0	GCA_008750895.1	-	
1	Molossus molossus	27622	-	Scaffold	NCBI Annotation Release 100, Annotation submitted by Bat1K	C:98.6%[S:96.9%,D:1.7%],F:0.4%,M:0.9%,n:12234	Yes	07/08/2020	mMolMol1.p	GCA_014108415.1	GCF_014108415.1	
1	Molossus nigricans	2997257	-	Scaffold	-	-	Yes	16/12/2022	BBF_mMolNig1_v1	GCA_026936385.1	-	
1	Monodelphis domestica	13616	-	Chromosome	NCBI Annotation Release 103	C:91.6%[S:90.3%,D:1.2%],F:2.0%,M:6.4%,n:9226	Yes	25/01/2007	MonDom5	GCA_000002295.1	GCF_000002295.2	
1	Monodon monoceros	40151	-	Scaffold	NCBI Annotation Release 100	C:98.1%[S:97.4%,D:0.7%],F:0.6%,M:1.3%,n:13335	Yes	06/05/2019	NGI_Narwhal_1	GCA_005190385.2	GCF_005190385.1	
1	Mormoops blainvillei	118852	-	Scaffold	-	-	Yes	16/01/2019	MorMeg_v1_BIUU	GCA_004026545.1	-	
1	Moschus berezovskii	68408	-	Scaffold	-	-	Yes	23/02/2022	ASM2237691v1	GCA_022376915.1	-	
1	Moschus chrysogaster	68412	-	Scaffold	-	-	Yes	25/06/2019	NPU_MCHR_1.0	GCA_006461725.1	-	
1	Moschus moschiferus	68415	-	Scaffold	-	-	Yes	15/07/2019	MosMos_v2_BIUU_UCD	GCA_004024705.2	-	
1	Mungos mungo	210652	-	Scaffold	-	-	Yes	15/01/2019	MunMun_v1_BIUU	GCA_004023785.1	-	
1	Muntiacus crinifrons	71854	-	Chromosome	-	-	Yes	05/10/2021	ASM2027666v1	GCA_020276665.1	-	
1	Muntiacus gongshanensis	145526	-	Scaffold	-	-	Yes	04/10/2021	ASM2022602v1	GCA_020226025.1	-	
1	Muntiacus muntjak	9888	-	Chromosome	Annotation submitted by University of California, Berkeley	-	Yes	07/10/2019	UCB_Mmun_1.0	GCA_008782695.1	-	
1	Muntiacus reevesi	9886	-	Chromosome	-	-	Yes	05/10/2021	ASM2022604v1	GCA_020226045.1	-	Annotated no reference genome available
1	Murexia habbema	418664	Partial	Contig	-	-	No	24/09/2021	ERS5079527 MarsupialExonCaptKit	GCA_904810545.1	-	Partial
1	Murexia longicaudata	37736	Partial	Contig	-	-	No	24/09/2021	ERS5079578 MarsupialExonCaptKit	GCA_904811165.1	-	Partial
1	Murexia melanurus	418663	Partial	Contig	-	-	No	24/09/2021	ERS5079550 MarsupialExonCaptKit	GCA_904810885.1	-	Partial
1	Murexia naso	418659	Partial	Contig	-	-	No	24/09/2021	ERS5079529 MarsupialExonCaptKit	GCA_904810575.1	-	Partial
1	Murexia rothschildi	418657	Partial	Contig	-	-	No	24/09/2021	ERS5079551 MarsupialExonCaptKit	GCA_904810855.1	-	Partial
3	Murina aurata feae	1453894	-	Scaffold	-	-	Yes	16/01/2019	MurFea_v1_BIUU	GCA_004026665.1	-	
1	Mus caroli	10089	-	Chromosome	NCBI Annotation Release 100	C:98.8%[S:98.1%,D:0.7%],F:0.7%,M:0.6%,n:13798	Yes	28/04/2017	CAROLI_EIJ_v1.1	GCA_900094665.2	GCF_900094665.1	
1	Mus minutoides	10105	-	Scaffold	-	-	Yes	25/09/2020	Mus_minutoides_I2396_v1	GCA_902729485.2	-	
1	Mus musculus	10090	-	Chromosome	NCBI Annotation Release 109	C:99.5%[S:98.6%,D:0.9%],F:0.2%,M:0.4%,n:13798	Yes	24/06/2020	GRCm39	GCA_000001635.9	GCF_000001635.27	
1	Mus pahari	10093	-	Chromosome	NCBI Annotation Release 100	C:99.0%[S:98.4%,D:0.6%],F:0.5%,M:0.5%,n:13798	Yes	28/04/2017	PAHARI_EIJ_v1.1	GCA_900095145.2	GCF_900095145.1	
1	Mus spicilegus	10103	-	Scaffold	-	-	Yes	23/07/2018	MUSP714	GCA_003336285.1	-	
1	Mus spretus	10096	-	Chromosome	-	-	Yes	30/06/2022	SPRET_EiJ_v3	GCA_921997135.2	-	
1	Muscardinus avellanarius	39082	-	Scaffold	-	-	Yes	16/01/2019	MusAve_v1_BIUU	GCA_004027005.1	-	
1	Mustela erminea	36723	-	Chromosome	NCBI Annotation Release 100	C:98.4%[S:96.5%,D:2.0%],F:0.2%,M:1.3%,n:14502	Yes	03/01/2020	mMusErm1.Pri	GCA_009829155.1	GCF_009829155.1	
1	Mustela nigripes	77151	-	Chromosome	-	-	Yes	24/02/2022	MUSNIG.SB6536	GCA_022355385.1	-	
1	Mustela nivalis	36239	-	Scaffold	-	-	Yes	06/07/2021	MusNiv_Pri1.0	GCA_019141155.1	-	
3	Mustela putorius furo	9669	-	Contig	NCBI Annotation Release 102	C:98.6%[S:96.2%,D:2.4%],F:0.3%,M:1.1%,n:14502	Yes	27/03/2020	ASM1176430v1.1	GCA_011764305.2	GCF_011764305.1	
1	Myocastor coypus	10157	-	Scaffold	-	-	Yes	16/01/2019	MyoCoy_v1_BIUU	GCA_004027025.1	-	
1	Myodes glareolus	447135	-	Scaffold	NCBI Annotation Release 100	C:95.7%[S:93.9%,D:1.8%],F:0.8%,M:3.5%,n:13798	Yes	22/02/2020	Bank_vole1_10x	GCA_902806735.1	GCF_902806735.1	
1	Myoictis leucura	290592	Partial	Contig	-	-	No	24/09/2021	ERS5079850 MarsupialExonCaptKit	GCA_904813865.1	-	Partial
1	Myoictis melas	32549	Partial	Contig	-	-	No	24/09/2021	ERS5079580 MarsupialExonCaptKit	GCA_904810995.1	-	Partial
1	Myoictis wallacei	63144	Partial	Contig	-	-	No	24/09/2021	ERS5079858 MarsupialExonCaptKit	GCA_904813925.1	-	Partial
1	Myoictis wavicus	290591	Partial	Contig	-	-	No	24/09/2021	ERS5079861 MarsupialExonCaptKit	GCA_904813975.1	-	Partial
1	Myotis brandtii	109478	-	Scaffold	NCBI Annotation Release 101, Annotation submitted by BGI	C:94.4%[S:92.4%,D:2.0%],F:3.0%,M:2.6%,n:12234	Yes	28/06/2013	ASM41265v1	GCA_000412655.1	GCF_000412655.1	
1	Myotis davidii	225400	-	Scaffold	NCBI Annotation Release 101, Annotation submitted by BGI	C:92.9%[S:92.0%,D:0.8%],F:4.0%,M:3.2%,n:12234	Yes	20/12/2012	ASM32734v1	GCA_000327345.1	GCF_000327345.1	
1	Myotis lucifugus	59463	-	Scaffold	NCBI Annotation Release 102	C:90.7%[S:88.7%,D:1.9%],F:3.4%,M:5.9%,n:12234	Yes	14/09/2010	Myoluc2.0	GCA_000147115.1	GCF_000147115.1	
1	Myotis myotis	51298	-	Scaffold	NCBI Annotation Release 100, Annotation submitted by Bat1K	C:98.4%[S:95.3%,D:3.2%],F:0.4%,M:1.2%,n:12234	Yes	07/08/2020	mMyoMyo1.p	GCA_014108235.1	GCF_014108235.1	
1	Myotis yumanensis	159337	-	Scaffold	-	-	Yes	10/02/2023	mMyoYum1.0.hap1	GCA_028538775.1	-	
1	Myrmecobius fasciatus	55782	-	Scaffold	-	-	Yes	25/05/2022	mMyrfas1.20211206	GCA_023553655.1	-	
1	Myrmecophaga tridactyla	71006	-	Scaffold	-	-	Yes	16/01/2019	MyrTri_v1_BIUU	GCA_004026745.1	-	
1	Nanger dama	67940	-	Scaffold	-	-	Yes	18/11/2021	ORGONE_02	GCA_917880005.1	-	
1	Nanger granti	27591	-	Scaffold	-	-	Yes	24/06/2019	GTG	GCA_006408635.1	-	
1	Nannospalax galili	1026970	-	Scaffold	NCBI Annotation Release 102	C:97.8%[S:97.2%,D:0.6%],F:1.1%,M:1.1%,n:13798	Yes	05/06/2014	S.galili_v1.0	GCA_000622305.1	GCF_000622305.1	
1	Nasalis larvatus	43780	-	Chromosome	-	-	Yes	10/11/2014	Charlie1.0	GCA_000772465.1	-	
1	Nasua narica	352831	-	Chromosome	-	-	Yes	09/02/2023	Nasua_narica_HiC	GCA_028533885.1	-	
1	Neodon shergylaensis	2613871	-	Scaffold	-	-	Yes	02/09/2022	SAF_Nshe_1.1	GCA_025134845.1	-	
1	Neofelis diardi	427616	-	Scaffold	-	-	Yes	27/12/2022	ASM2742247v1	GCA_027422475.1	-	
1	Neofelis nebulosa	61452	-	Chromosome	-	-	Yes	31/01/2023	mNeoNeb1.pri	GCA_028018385.1	-	
1	Neogale vison	452646	-	Chromosome	NCBI Annotation Release 100	C:98.7%[S:96.3%,D:2.4%],F:0.3%,M:1.0%,n:14502	Yes	29/09/2021	ASM_NN_V1	GCA_020171115.1	GCF_020171115.1	
1	Neomonachus schauinslandi	29088	-	Chromosome	NCBI Annotation Release 101	C:98.3%[S:95.7%,D:2.6%],F:0.6%,M:1.1%,n:14502	Yes	20/10/2021	ASM220157v2	GCA_002201575.2	GCF_002201575.2	
1	Neophascogale lorentzii	32551	Partial	Contig	-	-	No	24/09/2021	ERS5079528 MarsupialExonCaptKit	GCA_904810695.1	-	Partial
3	Neophocaena asiaeorientalis asiaeorientalis	1706337	-	Scaffold	NCBI eukaryotic genome annotation pipeline	-	Yes	03/04/2018	Neophocaena_asiaeorientalis_V1.1	GCA_003031525.2	GCF_003031525.2	Higher species not available
-	Neophocaena asiaeorientalis sunameri	861190	-	Chromosome	-	-	No	18/11/2022	ASM2622585v1	GCA_026225855.1	-	Higher species not available
1	Neotoma lepida	56216	-	Scaffold	Annotation submitted by University of Utah	-	Yes	23/06/2016	ASM167557v1	GCA_001675575.1	-	
1	Neotragus moschatus	66442	-	Scaffold	-	-	Yes	24/06/2019	SUN	GCA_006410615.1	-	
1	Neotragus pygmaeus	1027985	-	Scaffold	-	-	Yes	24/06/2019	RAL	GCA_006410875.1	-	
1	Ningaui ridei	32553	Partial	Contig	-	-	No	24/09/2021	ERS5079568 MarsupialExonCaptKit	GCA_904812055.1	-	Partial
1	Ningaui timealeyi	60702	Partial	Contig	-	-	No	24/09/2021	ERS5079530 MarsupialExonCaptKit	GCA_904810535.1	-	Partial
1	Ningaui yvonnae	32554	Partial	Contig	-	-	No	24/09/2021	ERS5079832 MarsupialExonCaptKit	GCA_904813685.1	-	Partial
1	Noctilio leporinus	94963	-	Scaffold	-	-	Yes	16/01/2019	NocLep_v1_BIUU	GCA_004026585.1	-	
1	Nomascus leucogenys	61853	-	Chromosome	NCBI Annotation Release 103	C:98.6%[S:97.5%,D:1.1%],F:0.4%,M:1.0%,n:13780	Yes	02/07/2019	Asia_NLE_v1	GCA_006542625.1	GCF_006542625.1	
1	Nomascus siki	9586	-	Scaffold	-	-	Yes	17/06/2022	ASM2378306v1	GCA_023783065.1	-	
1	Notamacropus agilis	9313	Partial	Contig	-	-	No	24/09/2021	ERS5079889 MarsupialExonCaptKit	GCA_904814285.1	-	Partial
1	Notamacropus eugenii	9315	-	Chromosome	-	-	Yes	06/02/2023	mMacEug1.pri	GCA_028372415.1	-	
1	Notamacropus irma	196387	Partial	Contig	-	-	No	24/09/2021	ERS5079900 MarsupialExonCaptKit	GCA_904814355.1	-	Partial
3	Notamacropus rufogriseus banksianus	88868	Partial	Contig	-	-	No	28/01/2021	ERS5079587 MarsupialExonCaptKit	GCA_904811085.1	-	Partial, higher species not available
-	Notamacropus rufogriseus rufogriseus	88869	Partial	Contig	-	-	No	28/01/2021	ERS5079538 MarsupialExonCaptKit	GCA_904810775.1	-	Partial, higher species not available
1	Notoryctes caurinus	203824	Partial	Contig	-	-	No	24/09/2021	ERS5079589 MarsupialExonCaptKit	GCA_904811115.1	-	Partial
1	Notoryctes typhlops	37699	Partial	Contig	-	-	No	24/09/2021	ERS5079776 MarsupialExonCaptKit	GCA_904813125.1	-	Partial
1	Nyctereutes procyonoides	34880	-	Scaffold	Annotation submitted by Senckenber Biodiversity and Climate Research Centre Frankfurt	-	Yes	14/02/2021	NYPRO_anot_genome	GCA_905146905.1	-	
1	Nycticebus bengalensis	261741	-	Chromosome	-	-	Yes	27/06/2022	ASM2389825v1	GCA_023898255.1	-	
1	Nycticebus coucang	9470	-	Chromosome	GCF_027406575.1-RS_2023_01	C:97.6%[S:93.1%,D:4.5%],F:0.4%,M:2.0%,n:13780	Yes	28/12/2022	mNycCou1.pri	GCA_027406575.1	GCF_027406575.1	
1	Nycticeius humeralis	27670	-	Scaffold	-	-	Yes	08/08/2019	NycHum_v1_BIUU	GCA_007922795.1	-	
1	Ochotona curzoniae	130825	-	Scaffold	NCBI Annotation Release 100	C:98.4%[S:91.8%,D:6.6%],F:0.4%,M:1.2%,n:13798	Yes	26/03/2021	NIBS_Ocur_1.0	GCA_017591425.1	GCF_017591425.1	
1	Ochotona princeps	9978	-	Chromosome	NCBI Annotation Release 102	C:94.4%[S:93.3%,D:1.1%],F:2.5%,M:3.1%,n:13798	Yes	21/09/2020	OchPri4.0	GCA_014633375.1	GCF_014633375.1	
1	Octodon degus	10160	-	Scaffold	NCBI Annotation Release 102	C:97.4%[S:95.1%,D:2.3%],F:1.5%,M:1.1%,n:13798	Yes	01/05/2012	OctDeg1.0	GCA_000260255.1	GCF_000260255.1	
1	Octomys mimax	135583	-	Scaffold	-	-	Yes	17/10/2017	Oct_mimax_AO248_v1	GCA_002564305.1	-	
3	Odobenus rosmarus divergens	9708	-	Scaffold	NCBI Annotation Release 101	C:98.8%[S:97.5%,D:1.3%],F:0.6%,M:0.7%,n:14502	Yes	16/01/2013	Oros_1.0	GCA_000321225.1	GCF_000321225.1	Higher species not available
1	Odocoileus hemionus	9872	-	Chromosome	-	-	Yes	30/11/2021	BYU_Ohem_2021	GCA_020976825.1	-	
2	Odocoileus virginianus  	9874	-	Chromosome	-	-	No	09/06/2022	Ovbor_1.1	GCA_023699985.2	-	
-	Odocoileus virginianus texanus	9880	-	Scaffold	NCBI Annotation Release 100	C:95.9%[S:95.0%,D:0.9%],F:2.5%,M:1.6%,n:13335	Yes	20/04/2017	Ovir.te_1.0	GCA_002102435.1	GCF_002102435.1	
1	Okapia johnstoni	86973	-	Chromosome	-	-	Yes	16/07/2022	TBG_Okapi_asm_v1	GCA_024291935.2	-	
1	Ondatra zibethicus	10060	-	Scaffold	-	-	Yes	16/01/2019	OndZib_v1_BIUU	GCA_004026605.1	-	
1	Onychogalea fraenata	114227	Partial	Contig	-	-	No	24/09/2021	ERS5079804 MarsupialExonCaptKit	GCA_904813405.1	-	Partial
1	Onychogalea unguifera	65626	Partial	Contig	-	-	No	24/09/2021	ERS5079579 MarsupialExonCaptKit	GCA_904810985.1	-	Partial
1	Onychomys torridus	38674	-	Chromosome	NCBI Annotation Release 100	C:97.0%[S:96.1%,D:1.0%],F:0.9%,M:2.1%,n:13798	Yes	21/08/2020	mOncTor1.1	GCA_903995425.1	GCF_903995425.1	
1	Orcinus orca	9733	-	Chromosome	NCBI Annotation Release 103	C:97.8%[S:95.6%,D:2.2%],F:0.7%,M:1.4%,n:13335	Yes	03/05/2022	mOrcOrc1.1	GCA_937001465.1	GCF_937001465.1	Genome available with basically the same busco
1	Oreamnos americanus	34873	-	Scaffold	-	-	Yes	16/12/2019	ASM975805v1	GCA_009758055.1	-	
1	Oreotragus oreotragus	66444	-	Scaffold	-	-	Yes	24/06/2019	KSP	GCA_006410675.1	-	
1	Orientallactaga bullata	1041416	-	Scaffold	-	-	Yes	16/01/2019	AllBul_v1_BIUU	GCA_004027895.1	-	
1	Ornithorhynchus anatinus	9258	-	Chromosome	NCBI Annotation Release 105	C:92.3%[S:91.2%,D:1.1%],F:1.4%,M:6.3%,n:9226	Yes	06/11/2020	mOrnAna1.pri.v4	GCA_004115215.4	GCF_004115215.2	
2	Orycteropus afer  	9818	-	Scaffold	-	-	No	22/03/2019	OryAfe_v1_BIUU	GCA_004365145.1	-	
-	Orycteropus afer afer	1230840	-	Scaffold	NCBI Annotation Release 101	C:96.5%[S:95.5%,D:1.0%],F:1.2%,M:2.3%,n:11366	Yes	20/09/2012	OryAfe1.0	GCA_000298275.1	GCF_000298275.1	
1	Oryctolagus cuniculus	9986	-	Chromosome	NCBI Annotation Release 103	C:94.8%[S:90.0%,D:4.8%],F:0.7%,M:4.5%,n:13798	Yes	04/02/2021	UM_NZW_1.0	GCA_009806435.2	GCF_009806435.1	
1	Oryx dammah	59534	-	Scaffold	NCBI Annotation Release 100	C:98.7%[S:94.7%,D:4.0%],F:0.5%,M:0.8%,n:13335	Yes	25/09/2020	SCBI_Odam_1.1	GCA_014754425.2	GCF_014754425.2	
1	Oryx gazella	9958	-	Scaffold	-	-	Yes	14/12/2018	UCDavis_Ogaz_1	GCA_003945745.1	-	
1	Osphranter antilopinus	9314	Partial	Contig	-	-	No	24/09/2021	ERS5079558 MarsupialExonCaptKit	GCA_904810945.1	-	Partial
1	Osphranter robustus	9319	Partial	Contig	-	-	No	24/09/2021	ERS5079834 MarsupialExonCaptKit	GCA_904813695.1	-	Partial
1	Osphranter rufus	9321	Partial	Contig	-	-	No	24/09/2021	ERS5079584 MarsupialExonCaptKit	GCA_904811025.1	-	Partial
1	Otocolobus manul	61408	-	Scaffold	-	-	Yes	09/02/2023	OtoMan_p1.0	GCA_028564725.1	-	
3	Otocyon megalotis megalotis	2793302	-	Scaffold	-	-	Yes	09/03/2021	Otocyon_megalotis_TS305_17_09_2019	GCA_017311455.1	-	Higher species not available
1	Otolemur garnettii	30611	-	Scaffold	NCBI Annotation Release 102	C:96.7%[S:95.5%,D:1.2%],F:1.6%,M:1.8%,n:13780	Yes	16/03/2011	OtoGar3	GCA_000181295.3	GCF_000181295.1	
1	Ourebia ourebi	59536	-	Scaffold	-	-	Yes	24/06/2019	ORB	GCA_006417275.1	-	
1	Ovibos moschatus	37176	-	Scaffold	-	-	Yes	13/01/2022	ASM2146233v1	GCA_021462335.1	-	
1	Ovis ammon  	30527	-	Scaffold	-	-	No	24/06/2019	AGL	GCA_006410595.1	-	Genome of same quality available
1	Ovis ammon polii	230172	-	Chromosome	Annotation submitted by China Agricultural University	-	Yes	10/02/2023	CAU_O.ammon polii_1.0	GCA_028583565.1	-	
1	Ovis aries	9940	-	Chromosome	NCBI Annotation Release 104	C:99.1%[S:96.9%,D:2.2%],F:0.3%,M:0.6%,n:13335	Yes	03/02/2021	ARS-UI_Ramb_v2.0	GCA_016772045.1	GCF_016772045.1	
1	Ovis canadensis	37174	Partial	Scaffold	-	-	Yes	24/02/2023	Ovis_canadensis_28Q_R-V1.0	GCA_028750845.1	-	Partial genome of subspecies avaiable (chromosome assembly)
3	Ovis dalli stonei	555705	-	Scaffold	-	-	Yes	24/02/2023	Ovis_dalli_stonei_THS1_R-V1.0	GCA_028750695.1	-	Higher species not available
3	Ovis nivicola lydekkeri	1867112	-	Scaffold	-	-	Yes	16/06/2020	OvNiv1.0	GCA_903231385.1	-	Higher species not available
1	Ovis orientalis	469796	-	Chromosome	-	-	Yes	11/09/2020	CAU_Oori_1.0	GCA_014523465.1	-	
1	Pachyuromys duprasi	298894	-	Chromosome	-	-	Yes	17/02/2023	Pachyuromys_duprasi_HiC	GCA_028658305.1	-	
1	Pan paniscus	9597	-	Chromosome	NCBI Annotation Release 104	C:98.5%[S:97.1%,D:1.5%],F:0.3%,M:1.1%,n:13780	Yes	15/05/2020	Mhudiblu_PPA_v0	GCA_013052645.1	GCF_013052645.1	
1	Pan troglodytes	9598	-	Chromosome	NCBI eukaryotic genome annotation pipeline, Annotation submitted by University of Washington	C:99.2%[S:98.6%,D:0.6%],F:0.2%,M:0.6%,n:13780	Yes	19/01/2018	Clint_PTRv2	GCA_002880755.3	GCF_002880755.1	
1	Panthera leo	9689	-	Chromosome	NCBI Annotation Release 100	C:95.8%[S:95.0%,D:0.8%],F:0.2%,M:4.0%,n:14502	Yes	13/05/2021	P.leo_Ple1_pat1.1	GCA_018350215.1	GCF_018350215.1	
1	Panthera onca	9690	-	Chromosome	-	-	Yes	09/02/2023	Panthera_onca_HiC	GCA_028533385.1	-	
1	Panthera pardus	9691	-	Scaffold	NCBI eukaryotic genome annotation pipeline	C:99.0%[S:98.1%,D:0.9%],F:0.2%,M:0.8%,n:14502	Yes	21/07/2022	ASM2436296v1	GCA_024362965.1	GCF_024362965.1	Higher busco available
1	Panthera tigris	9694	-	Chromosome	NCBI Annotation Release 102	C:98.8%[S:98.0%,D:0.9%],F:0.3%,M:0.9%,n:14502	Yes	13/05/2021	P.tigris_Pti1_mat1.1	GCA_018350195.2	GCF_018350195.1	
1	Panthera uncia	29064	-	Chromosome	NCBI Annotation Release 100.20221206	C:96.9%[S:94.7%,D:2.2%],F:1.0%,M:2.1%,n:14502	Yes	16/06/2022	Puncia_PCG_1.0	GCA_023721935.1	GCF_023721935.1	
1	Pantholops hodgsonii	59538	-	Scaffold	NCBI eukaryotic genome annotation pipeline	-	No	28/05/2013	PHO1.0	GCA_000400835.1	GCF_000400835.1	Contaminated
1	Papio anubis	9555	-	Chromosome	NCBI Annotation Release 104	C:97.2%[S:95.3%,D:2.0%],F:0.7%,M:2.1%,n:13780	Yes	02/10/2019	Panubis1.0	GCA_008728515.1	GCF_008728515.1	Higher busco available
1	Papio hamadryas	9557	-	Contig	-	-	Yes	17/06/2022	ASM2378191v1	GCA_023781915.1	-	
1	Papio papio	100937	-	Chromosome	-	-	Yes	16/02/2023	Papio_papio_HiC	GCA_028645565.1	-	
1	Paradoxurus hermaphroditus	71117	-	Scaffold	-	-	Yes	15/01/2019	ParHer_v1_BIUU	GCA_004024585.1	-	
1	Parantechinus apicalis	9291	Partial	Contig	-	-	No	24/09/2021	ERS5079534 MarsupialExonCaptKit	GCA_904810715.1	-	Partial
1	Pedetes capensis	10023	-	Scaffold	-	-	Yes	08/08/2019	PedCap_v1_BIUU	GCA_007922755.1	-	
1	Perameles bougainville	120735	Partial	Contig	-	-	No	24/09/2021	ERS5079518 MarsupialExonCaptKit	GCA_904810595.1	-	Partial
1	Perameles gunnii	37737	Partial	Contig	-	-	No	24/09/2021	ERS5079772 MarsupialExonCaptKit	GCA_904813075.1	-	Partial
1	Perameles nasuta	9344	Partial	Contig	-	-	No	24/09/2021	ERS5079786 MarsupialExonCaptKit	GCA_904813225.1	-	Partial
2	Perognathus longimembris  	38669	-	Scaffold	-	-	No	21/07/2022	mPerLon1.0.a	GCA_024363435.1	-	Genome of same quality available
-	Perognathus longimembris pacificus	214514	-	Chromosome	NCBI Annotation Release 100	C:96.8%[S:93.5%,D:3.3%],F:0.6%,M:2.6%,n:13798	Yes	27/04/2022	ASM2315922v1	GCA_023159225.1	GCF_023159225.1	
1	Peromyscus attwateri	97206	-	Scaffold	-	-	Yes	20/08/2019	Patt_10x_v1	GCA_902168425.1	-	
1	Peromyscus aztecus	57100	-	Scaffold	-	-	Yes	22/08/2019	Pazt_10x_v1	GCA_902168405.1	-	
3	Peromyscus californicus insignis	564181	-	Scaffold	GCF_007827085.1-RS_2022_12	C:98.7%[S:96.8%,D:2.0%],F:0.3%,M:1.0%,n:13798	Yes	27/04/2022	ASM782708v3	GCA_007827085.3	GCF_007827085.1	Higher species not available
1	Peromyscus eremicus	42410	-	Scaffold	-	-	Yes	26/11/2019	Peer1.7.4	GCA_902702925.1	-	
1	Peromyscus leucopus	10041	-	Chromosome	NCBI Annotation Release 101	C:97.6%[S:94.5%,D:3.1%],F:0.4%,M:1.9%,n:13798	Yes	02/10/2020	UCI_PerLeu_2.1	GCA_004664715.2	GCF_004664715.2	
3	Peromyscus maniculatus bairdii	230844	-	Chromosome	NCBI Annotation Release 102	C:98.2%[S:96.5%,D:1.7%],F:0.8%,M:1.0%,n:13798	Yes	17/09/2020	HU_Pman_2.1.3	GCA_003704035.3	GCF_003704035.1	Higher species not available, Higher busco available
-	Peromyscus maniculatus sonoriensis	372063	-	Scaffold	-	-	No	14/11/2022	mPerMan1.0.a	GCA_026167925.1	-	Higher species not available, genome of same quality available
1	Peromyscus melanophrys	246392	-	Scaffold	-	-	Yes	20/08/2019	Pmel_10x_v1	GCA_902168415.1	-	
1	Peromyscus nudipes	162314	-	Scaffold	-	-	Yes	20/08/2019	Pnud_10x_v1	GCA_902168325.1	-	
3	Peromyscus polionotus subgriseus	369710	-	Chromosome	-	-	Yes	26/04/2019	HU_Ppol_1.3.3	GCA_003704135.2	-	Higher species not available
1	Peroryctes raffrayana	65628	Partial	Contig	-	-	No	24/09/2021	ERS5079768 MarsupialExonCaptKit	GCA_904813055.1	-	Partial
1	Petauroides volans	146632	Partial	Contig	-	-	No	24/09/2021	ERS5079808 MarsupialExonCaptKit	GCA_904813455.1	-	Partial
1	Petaurus abidi	661127	Partial	Contig	-	-	No	24/09/2021	ERS5079577 MarsupialExonCaptKit	GCA_904811125.1	-	Partial
1	Petaurus australis	282342	Partial	Contig	-	-	No	24/09/2021	ERS5079890 MarsupialExonCaptKit	GCA_904814245.1	-	Partial
